status,cert_num,url,company_num,name,address,location,valid_from,valid_to,scope,body,notes
expired,DEKRA-710222034,http://certyfikaty.kzr.inig.eu/public/certs/2878.pdf,1384/7999/DD/22,"Przedsiębiorstwo Wielobranżowe ""MARINET"" Mariusz Głąb","Polska, 63-640 Chojęcin-Szum, Warszawska 54","1. Polska, 63-640 Chojęcin-Szum, Warszawska 3; 2. Polska, 63-640 Chojęcin-Szum, Warszawska 54",2022-02-18,2023-02-17,First gathering point of other wastes/residues with and without storage;Trading with and without storage;Other: point of origin of waste;,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/018/22,http://certyfikaty.kzr.inig.eu/public/certs/2879.pdf,1330/7999/DD/22,Euro-Broker Krzysztof Łukaszczyk,"Polska, 66-400 Gorzów Wielkopolski, Franciszka Walczaka 25","Polska, 66-400 Gorzów Wielkopolski, Franciszka Walczaka 25",2022-02-18,2023-02-17,First gathering point of other wastes/residues excluding storage;First gathering point of agricultural wastes/residues excluding storage;First gathering point of crops excluding storage;Solid fuel production (originating from biomass);Solid biomass processing unit;Trading without storage,Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/019/22,http://certyfikaty.kzr.inig.eu/public/certs/2880.pdf,1363/7999/DD/22,PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE PELLET-KUŚ JERZY KUŚMIEROWSKI,"Polska, 11-430 Korsze, Parys 21","1. Polska, 11-430 Korsze, Parys 21; 2. Polska, 11-400 Biedaszki Małe, 1",2022-02-18,2022-07-03,First gathering point of agricultural wastes/residues including storage;Solid fuel production (originating from biomass);Solid biomass processing unit,Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710222033,http://certyfikaty.kzr.inig.eu/public/certs/2873.pdf,1381/7999/DD/22,Janusz Skiba - SKIPAL,"Polska, 12-114 Rozogi, Klon 74","Polska, 12-114 Rozogi, Klon 74",2022-02-17,2023-02-16,First gathering point of other wastes / residues with storage;First gathering point of forestry residues with storage; Solid fuel production (derived from biomass);Other: lumbermill - point of origin of waste/residues,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222030,http://certyfikaty.kzr.inig.eu/public/certs/2874.pdf,1370/7999/DD/22,TRANSBED SP. Z O.O,"Polska, 42-625 Pyrzowice, Nowowiejska 2","1. Polska, 42-625 Pyrzowice, Nowowiejska 2; 2. Polska, 42 460 Mierzęcice, Kolejowa 121A",2022-02-17,2023-02-16,Trading with and without storage;,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222031,http://certyfikaty.kzr.inig.eu/public/certs/2875.pdf,1201/7999/DD/21,PPHU EKO-MIWA Monika Klamer,"Polska, 59-101 Polkowice, Sobin Gaikowa 4","1. Polska, 59-101 Polkowice, Sobin Gaikowa 4; 2. Polska, 59-230 Prochowice, Kościuszki 10",2022-02-17,2023-01-19,First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass),DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222032,http://certyfikaty.kzr.inig.eu/public/certs/2877.pdf,1400/7999/DD/22,PARTNER Zbigniew Markowski Sp. z o.o.,"Polska, 30-698 Lusina, ul. Krakowska 19b","1. Polska, 30-698 Lusina, ul. Krakowska 19b; 2. Polska, 25-600 Kielce, Długa 41",2022-02-17,2023-02-16,First gathering point of other wastes / residues with and without storage;Trading with and without storage;,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/0205,http://certyfikaty.kzr.inig.eu/public/certs/2903.pdf,614/7999/DD/17,CGFP Spółka z o.o.,"Polska, 86-014 Sicienko, Wojnowo 5","1. Polska, 86-014 Sicienko, Wojnowo 5; 2. Polska, 86-014 Sicienko, Osówiec, Pałacowa 1",2022-02-17,2023-02-16,"Individual agricultural production and sales with storage;First gathering point of crops with storage;Trading with storage,",SGS Polska Sp. z o. o.,
expired,DEKRA-710222028,http://certyfikaty.kzr.inig.eu/public/certs/2871.pdf,1371/7999/DD/22,Zakład Gospodarki Ciepłowniczej w Tomaszowie Mazowieckim Sp. z o.o.,"Polska, 97-200 Tomaszów Mazowiecki, Wierzbowa 136","Polska, 97-200 Tomaszów Mazowiecki, Wierzbowa 136",2022-02-16,2023-02-15,Heat and/or electricity producer,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222029,http://certyfikaty.kzr.inig.eu/public/certs/2872.pdf,1314/7999/DD/22,Sebastian Baran Przedsiębiorstwo Wielobranżowe SECOPOL,"Polska, 89-121 Ślesin, Jabłoniowa 1B","1. Polska, 89-121 Ślesin, Jabłoniowa 1B; 2. Polska, 89-121 Ślesin, ul. Strażacka 6",2022-02-16,2023-02-15,First gathering point of other wastes / residues with storage;Trading with storage;,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222027,http://certyfikaty.kzr.inig.eu/public/certs/2868.pdf,1249/7999/DD/21,Zakład Wtórnego Obrotu Zużytym Ogumieniem Wojciech Mądrzycki,"Polska, 58-152 Goczałków, Rogoźnicka 34","Polska, 58-152 Goczałków, Rogoźnicka 34",2022-02-15,2023-02-14,First gathering point of other wastes / residues with storage;Trading with storage;,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/BIO/0165,http://certyfikaty.kzr.inig.eu/public/certs/2869.pdf,1303/7999/DD/21,Pardi Sp. z o.o.,"Polska, 43-417 Kaczyce, ul. Gustawa Morcinka 17","Polska, 43-417 Kaczyce, ul. Gustawa Morcinka 17",2022-02-15,2023-02-14,First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0166,http://certyfikaty.kzr.inig.eu/public/certs/2870.pdf,1336/7999/DD/22,Firma Handlowo Usługowa Robert Skrzypek,"Polska, 37-403 Pysznica, Jastkowice ul. Podleśna 23","1. Polska, 37-403 Pysznica, Jastkowice ul. Podleśna 23; 2. Polska, 37-403 Pysznica, ul. Kręta 11",2022-02-15,2023-02-14,First gathering point of other wastes / residues with storage;Trading with storage;,SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0167,http://certyfikaty.kzr.inig.eu/public/certs/2910.pdf,1273/7999/DD/21,Europol Holding Sp. z o.o.,"Polska, 04-754 Warszawa, Czeladnicza 19A/6","1. Polska, 04-754 Warszawa, Czeladnicza 19A/6; 2. Polska, 98-220 Zduńska Wola, Łaska 227B",2022-02-15,2023-02-14,First gathering point of other wastes / residues with storage;Trading with storage;Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0176,http://certyfikaty.kzr.inig.eu/public/certs/2912.pdf,1334/7999/DD/22,"PPHU ,,EKO-ZIELEŃ"" Adrian Daszkowski","Polska, 86-105 Świecie, Wojska Polskiego, 15/3","1. Polska, 86-105 Świecie, Wojska Polskiego, 15/3; 2. Polska, 86-105 Świecie, Kozłowo-dz nr 105/9 obręb 041409_5.0011; 3. Polska, 86-105 Świecie, Kozłowo-dz nr 51/20 obręb 041409_5.0011",2022-02-15,2023-02-14,First  gathering point of agricultural wastes/residues with and without storage; First gathering point of other wastes / residues with and without storage;Trading with and without storage;Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,Opublikowano 04.03.2022<br>
expired,DEKRA-710222025,http://certyfikaty.kzr.inig.eu/public/certs/2866.pdf,1313/7999/DD/22,PALETA TRANS DREW Sp. z o.o.,"Polska, 32-852 Dębno, Wola Dębińska 318","Polska, 32-852 Dębno, Wola Dębińska 318",2022-02-14,2023-02-13,"Other: Sawmill, point of origin of waste (production of wooden packages);",DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222026,http://certyfikaty.kzr.inig.eu/public/certs/2867.pdf,1339/7999/DD/22,Przedsiębiorstwo Handlowe ANAR Import-Export art gumowe Robert Pihowicz,"Polska, 67-410 Sława, Przemysłowa 13","Polska, 67-410 Sława, Przemysłowa 13",2022-02-14,2023-02-13,First gathering point of other wastes/residues excluding storage;Trading without storage;Other: Point of origin of waste;,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/BIO/0168,http://certyfikaty.kzr.inig.eu/public/certs/2876.pdf,1171/7999/DD/21,GELWASZ W. i L. Grzybek Spółka Jawna,"Polska, 26-315 Poświętne, Małoszyce 57","Polska, 26-315 Poświętne, Małoszyce 57",2022-02-14,2023-02-13,First  gathering point of agricultural wastes/residues with and without storage; First gathering point of other wastes / residues with and without storage;First gathering point of forestry residues with and without storage; Trading with and without storage;Solid fuel production (derived from biomass);Point of origin of waste/residues (Sawmill),SGS Polska Sp. z o. o.,
expired,KZR 724311,http://certyfikaty.kzr.inig.eu/public/certs/2959.pdf,408/7999/DD/15,GAMAWIND Sp. z o.o.,ul. Droga Dębińska 3a Poznań 61-555 Polska,ul. Droga Dębińska 3a Poznań 61-555 Polska; Piaszczyna dz. Nr 21/54 Miastko 77-200 Polska,2022-02-14,2023-02-13,FGP of crops with storage; trading with storage; distillery,BSI Group Polska Sp. z o.o.,Opublikowany z dniem 30.03.22/ Published on 30.03.22
expired,BVC/KZR/017/22,http://certyfikaty.kzr.inig.eu/public/certs/2865.pdf,1365/7999/DD/22,Transhandrol  Marek Kiełb Spółka Jawna,"Polska, 39-340 Padew Narodowa, Ludwiki Uzar-Krysiakowej 159","Polska, 39-340 Padew Narodowa, Ludwiki Uzar-Krysiakowej 159",2022-02-13,2023-02-12,First gathering point of other wastes / residues with storage;Trading with storage;,Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710222023,http://certyfikaty.kzr.inig.eu/public/certs/2858.pdf,1285/7999/DD/21,Trans Południe Sp. z o.o.,"Polska, 39-200 Podgrodzie, Podgrodzie 8b","Polska, 39-200 Podgrodzie, Podgrodzie 8b",2022-02-11,2023-02-10,First gathering point of other wastes / residues with storage;Trading with storage;,DEKRA Certification Sp. z o. o.,
expired,KZR INiG CU - 885670,http://certyfikaty.kzr.inig.eu/public/certs/2859.pdf,1335/7999/DD/22,ROBERT WIDERYŃSKI Z.P.H.U ''WIDREX'',"Polska, 42-230 Koniecpol, Słowackiego 48","1. Polska, 42-230 Koniecpol, Słowackiego 48; 2. Polska, 41-217 Sosnowiec, Stacyjna 7 A; 3. Polska, 42-230 Koniecpol, Szkolna 58;",2022-02-11,2023-02-10,First  gathering point of agricultural wastes/residues with/without storage; First gathering point of other wastes / residues with and without storage;First gathering point of forestry residues with and without storage; Trading with and without storage;Solid fuel production (derived from biomass);Solid biomass processing unit;,Control Union Poland Sp. z o. o.,
expired,DEKRA-710222024,http://certyfikaty.kzr.inig.eu/public/certs/2860.pdf,1352/7999/DD/22,"""EKO-REGION"" Sp. z o.o.","Polska, 97-400 Bełchatów, Bawełniana 18","1. Polska, 97-400 Bełchatów, Bawełniana 18; 2. Polska, 97-400 Bełchatów, Przemysłowa 14 i 16; 3. Polska, 98-330 Pajęczno, Dylów A; 4. Polska, 96-116 Skierniewice, Julków; 5. Polska, 96-100 Skierniewice, ul. Czerwona 7; 6. Polska, 46-200 Kluczbork, Gotartów; 7. Polska, 63-500 Ostrzeszów, ul. Ceglarska 1A; 8. Polska, 97-420 Szczerców, Wieś Szczercowska; 9. Polska, 97-400 Bełchatów, Wola Kruszyńska; 10. Polska, 98-400 Wieruszów, Teklinów",2022-02-11,2023-02-10,First gathering point of other wastes / residues with storage;Trading with storage;Solid fuel production (derived from biomass),DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/014/22,http://certyfikaty.kzr.inig.eu/public/certs/2861.pdf,1345/7999/DD/22,Drobex-Pasz Sp.z.o.o,"Polska, 86-050 Solec Kujawski, Makowiska 13","1. Polska, 86-050 Solec Kujawski, Makowiska 13; 2. Polska, 86-060 Nowa Wieś Wielka, Dąbrowa Wielka 39A",2022-02-11,2022-12-10,First gathering point of agricultural waste / residues with storage;First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass),Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/015/22,http://certyfikaty.kzr.inig.eu/public/certs/2862.pdf,1319/7999/DD/22,Cementownia ODRA S.A.,"Polska, 45-005 Opole, Budowlanych 9","Polska, 45-005 Opole, Budowlanych 9",2022-02-11,2023-02-10,Other: Production of heat for technological purposes,Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/016/22,http://certyfikaty.kzr.inig.eu/public/certs/2863.pdf,1269/7999/DD/21,Miejskie Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,"Polska, 40-312 Katowice, Milowicka 7a","Polska, 40-312 Katowice, Milowicka 7a",2022-02-11,2023-02-10,Other: Point of origin of waste;First gathering point of other wastes/residues including storage; Solid fuel production (originating from biomass),Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0164,http://certyfikaty.kzr.inig.eu/public/certs/2864.pdf,1368/7999/DD/22,GUMAPOL Sp. z o.o. Sp. K.,"Polska, 42-202 Częstochowa, Odlewników 23","Polska, 42-202 Częstochowa, Odlewników 23",2022-02-11,2023-02-10,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,BVC/KZR/014/22/1,http://certyfikaty.kzr.inig.eu/public/certs/3579.pdf,1345/7999/DD/22,Mako pellets Sp.z o.o.,"Polska, 86-050 Solec Kujawski, Makowiska 13","1. Polska, 86-050 Solec Kujawski, Makowiska 13; 2. Polska, 86-060 Nowa Wieś Wielka, Dąbrowa Wielka 39A",2022-02-11,2023-02-10,First gathering point of agricultural waste / residues with storage; First gathering point of other wastes / residues with storage; Solid fuel production (derived from biomass),Bureau Veritas Polska Sp. z o. o.,Aktualizacja certyfikatu po zmianie nazwy spółki /Update of the certificate after a change in the name of the entity<br>
expired,BVC/KZR/013/22,http://certyfikaty.kzr.inig.eu/public/certs/2855.pdf,1344/7999/DD/22,TRANSPORT I HANDEL SOLARSCY SPÓŁKA JAWNA,"Polska, 85-435 BYDGOSZCZ, REKINOWA 23 /9","Polska, 85-435 BYDGOSZCZ, REKINOWA 23 /9",2022-02-10,2023-02-09,First gathering point of other wastes/residues excluding storage;Trading without storage,Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710222022,http://certyfikaty.kzr.inig.eu/public/certs/2856.pdf,1374/7999/DD/22,FBSERWIS KAMIEŃSK Sp. z o.o.,"POLSKA, 97-360 KAMIEŃSK, Wieluńska 50","1. POLSKA, 97-360 KAMIEŃSK, Wieluńska 50; 2. POLSKA, 97-360 KAMIEŃSK, RUSZCZYN 2",2022-02-10,2023-02-09,First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass),DEKRA Certification Sp. z o. o.,
expired,NC.217.71.2022.8.KZR,http://certyfikaty.kzr.inig.eu/public/certs/2816.pdf,108/7999/DD/15,Przedsiębiorstwo Handlowo-Usługowo-Transportowe Siembida Marek,"ul. Potok Wielki 130 A, 23-313 Potok Wielki - Polska","ul. Potok Wielki 130 A, 23-313 Potok Wielki - Polska",2022-02-09,2023-02-08,First gatherting point of crops with storage; trading with storage;,Noble Cert Sp. z o. o.,
expired,NC.215.69.2022.9.KZR,http://certyfikaty.kzr.inig.eu/public/certs/2829.pdf,107/7999/DD/15,Gorzelnie Jagiełło Sp. z o.o.,"ul. Gminna 57, Pokrówka,22-100 Chełm - Polska","ul. Gminna 57, Pokrówka,22-100 Chełm - Polska; Bończa Kolonia 1A, 22-310 Kraśniczyn- Polska",2022-02-09,2023-02-08,Trading with storage; distillery.,Noble Cert Sp. z o. o.,
expired,NC.214.68.2022.7.KZR,http://certyfikaty.kzr.inig.eu/public/certs/2834.pdf,95/7999/DD/15,"Przedsiębiorstwo Wielobranżowe ""ROTEX"" Robert Tadla","ul. Teratyn 2A, 22-510 Uchanie - Polska","ul. Teratyn 2A, 22-510 Uchanie - Polska 2. ul. Skierbieszowska 83 D, 22-425 Grabowiec - Polska",2022-02-09,2023-02-08,FGP of crops with storage; trading with storage,Noble Cert Sp. z o. o.,
expired,SGS/KZR/BIO/0163,http://certyfikaty.kzr.inig.eu/public/certs/2849.pdf,1377/7999/DD/22,Andrex Sp. z o.o. Sp. k.,"Polska, 66-100 Krężoły, ul. Spółdzielcza 2","1. Polska, 66-100 Krężoły, ul. Spółdzielcza 2; 2. Polska, 66-100 Sulechów, ul. Rozwojowa dz. 228/7",2022-02-08,2023-02-07,First gathering point of other wastes / residues with and without storage;First gathering point of forestry residues with and without storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,DEKRA-710222021,http://certyfikaty.kzr.inig.eu/public/certs/2850.pdf,1307/7999/DD/21,Sławomir Skotniczny Skotniczny Transport,"Polska, 32-087 Zielonki, Bibice, ul. Sportowa 5","1. Polska, 32-087 Zielonki, Bibice, ul. Sportowa 5; 2. Polska, 26-200 Stąporków, ul. Stanisława Staszica 9",2022-02-08,2023-02-07,First gathering point of other wastes/residues including storage;Trading including storage;,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/BIO/0158,http://certyfikaty.kzr.inig.eu/public/certs/2851.pdf,1367/7999/DD/22,"""Ecer Recykling"" sp. z o.o","Polska, 62-032 Luboń, Romana Maya 1","1. Polska, 62-032 Luboń, Romana Maya 1; 2. Polska, 62-330 Nekla, Działka ewidencyjna nr 19/2, obręb Starczanowo, gmina Nekla",2022-02-08,2023-02-07,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0159,http://certyfikaty.kzr.inig.eu/public/certs/2852.pdf,1373/7999/DD/22,Polska Grupa Gospodarki Odpadami EKOGAL-EKOPUR Sp. z o.o.,"Polska, 95-100 Zgierz, Andrzeja Struga 13-21","1. Polska, 95-100 Zgierz, Andrzeja Struga 13-21; 2. Polska, 95-100 Zgierz, Andrzeja Struga 20",2022-02-08,2023-02-07,First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0160,http://certyfikaty.kzr.inig.eu/public/certs/2853.pdf,1357/7999/DD/22,Przedsiębiorstwo Wielobranżowe LS-PLUS Sp z o.o.,"Polska, 62-064 Plewiska, Szałwiowa 34A/2","1. Polska, 62-064 Plewiska, Szałwiowa 34A/2; 2. Polska, 64-330 Opalenica, Przemysłowa 1",2022-02-08,2023-02-07,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0157,http://certyfikaty.kzr.inig.eu/public/certs/2857.pdf,1263/7999/DD/21,P.P.H.U PRILE Adam Borowiecki,"Polska, 98-240 Szadek, Spacerowa 12","1. Polska, 98-240 Szadek, Spacerowa 12; 2. Polska, 98-240 Szadek, Grabowiny 14",2022-02-08,2023-02-07,First gathering point of agricultural waste / residues with storage;First gathering point of other wastes / residues with storage;Trading with storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0162,http://certyfikaty.kzr.inig.eu/public/certs/2911.pdf,1364/7999/DD/22,POLCOPPER SP. Z O.O.,"POLSKA, 64-030 ŚMIGIEL, PRZYSIEKA POLSKA, ul. PRZEMYSŁOWA 16","POLSKA, 64-030 ŚMIGIEL, PRZYSIEKA POLSKA, ul. PRZEMYSŁOWA 16; 2. Polska, 61-372 Poznań, Romana Maya; 3. Polska, 44-080 Pietrzykowice, Fabryczna",2022-02-08,2023-02-07,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,Opublikowany 04.03.2022<br>
expired,SGS/KZR/BIO/0155,http://certyfikaty.kzr.inig.eu/public/certs/2842.pdf,1316/7999/DD/22,Przedsiębiorstwo Gumitex Spółka z o.o.,"Polska, 44-180 Toszek, Dworcowa 2","Polska, 44-180 Toszek, Dworcowa 2",2022-02-07,2023-02-06,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0156,http://certyfikaty.kzr.inig.eu/public/certs/2843.pdf,1301/7999/DD/21,Henryk Fornalski PPHU DORMAG,"Polska, 97-500 Radomsko, Stara droga 68","Polska, 97-500 Radomsko, Stara droga 68",2022-02-07,2023-02-06,Trading with and without storage;,SGS Polska Sp. z o. o.,
expired,DEKRA-710222019,http://certyfikaty.kzr.inig.eu/public/certs/2844.pdf,1347/7999/DD/22,Zakład Gospodarki i Usług Komunalnych Spółka z o.o.,"Polska, 59-800 Lubań, Bankowa 8","1. Polska, 59-800 Lubań, Bankowa 8; 2. Polska, 59-800 Lubań, Bazaltowa 1",2022-02-07,2023-02-06,First gathering point of other wastes / residues with storage;Solid fuel production (derived from biomass); Other: Point of origin of waste/residue;,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710222020,http://certyfikaty.kzr.inig.eu/public/certs/2845.pdf,1119/7999/DD/21,LUXTAR Jerzy Urbanowski,"Polska, 74-320 Barlinek, Moczkowo, Wiosenna 79","Polska, 74-320 Barlinek, Moczkowo, Wiosenna 79",2022-02-07,2023-02-06,First gathering point of forestry residues without storage; Trading without storage;Solid fuel production (derived from biomass);Other: Point of origin,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/BIO/0153,http://certyfikaty.kzr.inig.eu/public/certs/2846.pdf,1251/7999/DD/21,Ekobart Magdalena Nowaczyk,"Polska, 40-203 Katowice, Roździeńskiego 88/85","Polska, 40-203 Katowice, Roździeńskiego 88/85",2022-02-07,2022-07-04,"Trade, exclusion: storage",SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0154,http://certyfikaty.kzr.inig.eu/public/certs/2847.pdf,1258/7999/DD/21,Eko Boris Patryk Lewandowski,"Polska, 63-300 Pleszew, Malińska 10","1. Polska, 63-300 Pleszew, Malińska 10; 2. Polska, 63-330 Dobrzyca, Czarnuszka 27",2022-02-07,2023-02-06,First gathering point of other wastes/residues including storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0161,http://certyfikaty.kzr.inig.eu/public/certs/2848.pdf,1337/7999/DD/22,Sebastian Czaja SERWIS TRUCK CZAJA,"Polska, 84-300 Lębork, Abrahama 19 B","Polska, 84-300 Lębork, Abrahama 19 B",2022-02-07,2023-02-06,First gathering point of other wastes / residues with storage;Trading with and without storage;Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/0274,http://certyfikaty.kzr.inig.eu/public/certs/2808.pdf,843/7999/DD/19,VITERRA LUBMIN GmbH,"Germany 17509 Lubmin, Südring 4,","Germany 17509 Lubmin, Südring 4,",2022-02-07,2023-02-06,oil processing,SGS Polska Sp. z o. o.,
expired,DEKRA-710222018,http://certyfikaty.kzr.inig.eu/public/certs/2838.pdf,1355/7999/DD/22,Ryszard Dawidowicz KARKAS,"Polska, 54-403 Wrocław, Australijska 29","1. Polska, 54-403 Wrocław, Australijska 29; 2. Polska, 55-003 Wojnowice, Ul.Topolowa 8",2022-02-04,2023-02-03,First gathering point of other wastes/residues including storage;Trading including storage;,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/012/22,http://certyfikaty.kzr.inig.eu/public/certs/2839.pdf,1333/7999/DD/22,Euro-Eko Sp. z o.o.,"Polska, 39-300 Mielec, Wojska Polskiego 3","1. Polska, 39-300 Mielec, Wojska Polskiego 3; 2. Polska, 22-100 Chełm, Fabryczna 6; 3. Polska, 39-103 Ostrów, Kozodrza",2022-02-04,2023-02-03,First gathering point of other wastes/residues including storage;Solid fuel production (derived from biomass),Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710222017,http://certyfikaty.kzr.inig.eu/public/certs/2832.pdf,1283/7999/DD/21,BEST POLYMERS GROUP SPÓŁKA AKCYJNA,"Polska, 05-082 Blizne Łaszczyńskiego, Gościnna 7/21","1. Polska, 05-082 Blizne Łaszczyńskiego, Gościnna 7/21; 2. Polska, 87-710 Służewo, ul Polna 87",2022-02-03,2023-02-02,First gathering point of other wastes / residues with and without storage;Trading with and without storage;,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/004/22,http://certyfikaty.kzr.inig.eu/public/certs/2827.pdf,1211/7999/DD/21,Usługi Leśne Paweł Rydelek,"Polska, 18-416 Siwiki, Siwiki 7","1. Polska, 18-416 Siwiki, Siwiki 7; 2. Polska, 18-414 Nowogród, Miastkowska 16",2022-02-02,2023-02-01,First gathering point of other wastes / residues with storage;First gathering point of forestry residues with storage;,Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0152,http://certyfikaty.kzr.inig.eu/public/certs/2828.pdf,1353/7999/DD/22,Fortum Silesia S. A.,"Polska, 41-800 Zabrze, Wolności 416","1. Polska, 41-800 Zabrze, Wolności 416; 2. CHP Zabrze - ITPO Polska, 41-800 Zabrze, Wolności 416",2022-02-02,2022-12-01,Heat and/or electricity producer,SGS Polska Sp. z o. o.,
expired,BVC/KZR/011/22,http://certyfikaty.kzr.inig.eu/public/certs/2833.pdf,19/7999/DD/14,ŁYSZCZARZ Sp. z o.o.,"Wysoka Strzyżowska 10, 38-123 Wysoka Strzyżowska Poland","Wysoka Strzyżowska 10, 38-123 Wysoka Strzyżowska, Poland",2022-02-02,2023-02-01,FGP of crops with storage; distillery,Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/005/22,http://certyfikaty.kzr.inig.eu/public/certs/2837.pdf,1323/7999/DD/22,"EWA ZABIELSKA ""TOMEX""","Polska, 07-416 Olszewo-Borki, Zabiele-Piliki 27A","1. Polska, 07-416 Olszewo-Borki, Zabiele-Piliki 27A; 2. Polska, 07-416 Olszewo-Borki, Zabiele Wielkie 62",2022-02-02,2023-02-01,Sawmill,Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0151,http://certyfikaty.kzr.inig.eu/public/certs/2841.pdf,1325/7999/DD/22,Miejskie Przedsiębiorstwo Gospodarki Komunalnej Sp. z o. o. w Zabrzu,"Polska, 41-800 Zabrze, Lecha 10","1. Polska, 41-800 Zabrze, Lecha 10;  2. Polska, 41-800 Zabrze, Cmentarna 19 F",2022-02-02,2022-08-16,First gathering point of other wastes/residues including storage; Trading including storage; Solid fuel production (derived from biomass),SGS Polska Sp. z o. o.,
expired,SGS/KZR/BIO/0150,http://certyfikaty.kzr.inig.eu/public/certs/2818.pdf,1033/7999/DD/21,JAMIR SPÓŁKA AKCYJNA,"Polska, 81-824 SOPOT, ul. Armii Krajowej 116","1. Polska, 81-824 SOPOT, ul. Armii Krajowej 116; 2. Polska, 98-100 Łask, Kościelna 10",2022-02-01,2023-01-31,Individual  agricultural production and sale excluding storage;First gathering point of crops excluding  storage;First gathering point of agricultural waste / residues with storage;Trading without storage;Solid fuel production (derived from biomass);,SGS Polska Sp. z o. o.,
expired,DEKRA-710222013,http://certyfikaty.kzr.inig.eu/public/certs/2819.pdf,1226/7999/DD/21,METALWOOD DM SP. Z O.O.,"Polska, 34-321 KOCIERZ MOSZCZANICKI, PARKOWA 1","Polska, 34-321 KOCIERZ MOSZCZANICKI, PARKOWA 1",2022-02-01,2023-01-31,First gathering point of other wastes/residues including storage;Solid fuel production (originating from biomass);Other: (lumbermill);,DEKRA Certification Sp. z o. o.,Certyfikat zawieszony od 19.07.22/Certificate suspended from 19.07.22<br>
expired,DEKRA-710222014,http://certyfikaty.kzr.inig.eu/public/certs/2821.pdf,1327/7999/DD/22,OSTROWSKI ZAKŁAD CIEPŁOWNICZY S.A.,"Polska, 63-400 OSTRÓW WIELKOPOLSKI, WYSOCKA 57","1. Polska, 63-400 OSTRÓW WIELKOPOLSKI, WYSOCKA 57; 2. Polska, 63-400 OSTRÓW WIELKOPOLSKI, UL. GRUNWALDZKA 74",2022-02-01,2023-01-31,First gathering point of other wastes / residues with and without storage;Heat and/or electricity producer,DEKRA Certification Sp. z o. o.,
