status,cert_num,url,company_num,name,address,location,valid_from,valid_to,scope,body,notes
active,KZR INiG CU - 885999/1,http://certyfikaty.kzr.inig.eu/public/certs/4057.pdf,1359/7999/DD/22,OBRÓBKA DREWNA JÓZEF PATERAK,"Polska, 39-332 Tuszów Narodowy, Pluty 11","Polska, 39-332 Tuszów Narodowy, Pluty 11",2023-04-01,2024-03-31,First gathering point of other wastes/residues with and without storage; Trading with and without storage; Solid fuel production (originating from biomass); Solid biomass processing unit; Other: Sawmill,Control Union Poland Sp. z o. o.,
active,NC.156.35.2023.5.KZR,http://certyfikaty.kzr.inig.eu/public/certs/4059.pdf,766/7999/DD/18,"GRUPA SMOLEŃ Emilia Świeczkowska, Mateusz Smoleń Sp. J.","Polska, 83-021 Przejazdowo, ul. Wierzbowa 2","Polska, 83-021 Przejazdowo, ul. Wierzbowa 2",2023-03-30,2024-03-29,FGP of crops with storage; Trading with storage,Noble Cert Sp. z o. o.,
active,BVC/KZR/112/22/1,http://certyfikaty.kzr.inig.eu/public/certs/4056.pdf,1093/7999/DD/21,Agro Gold Sp. z o.o. Sp.K,"Polska, 26-070 Łopuszno, Sarbice Drugie 45",-,2023-03-29,2023-10-28,First  gathering point of crops excluding storage; Trading without storage,Bureau Veritas Polska Sp. z o. o.,Aktualizacja załącznika do certyfikatu /Update of the annex to the certificate<br>
active,DEKRA-710323021,http://certyfikaty.kzr.inig.eu/public/certs/4053.pdf,852/7999/DD/19,Polskie Młyny Sp. z o.o.,"Polska, ul. Połczyńska 97A, 01-303 Warszawa","1. Polska, 01-303 Warszawa, ul. Połczyńska 97A; 2. Polska, 56-400 Oleśnica, ul. 3-go maja 34a - Elewator Oleśnica; 3. Polska, 48-300 Nysa, Głębinów 30 - Elewator ZPE Goświnowice; 4. Polska, 49-300 Brzeg, ul. Grobli 19 - Elewator Brzeg; 5. Polska, 96-515 Teresin, al. XX lecia 36 - Magazyn Teresin; 6. Polska, 96-515 Elżbietów, Działka nr 6/4; 7/4; 9/7 - Plac Elżbietów; 7. Polska, 46-200 Kluczbork, ul. Młyńska 8 - Magazyn Kluczbork; 8. Polska, 46-200 Kluczbork, Ligota Dolna - Czaple Wolne, działka nr 311, 312 - Plac Kluczbork; 9.Polska, 57-100 Strzelin, ul. Borowska 1 - Elewator Strzelin",2023-03-28,2024-03-27,First gathering point of crops with storage; Trading with storage;  Solid fuel production (originating from biomass); Solid  biomass processing unit;,DEKRA Certification Sp. z o. o.,
active,BVC/KZR/024/23,http://certyfikaty.kzr.inig.eu/public/certs/4058.pdf,912/7999/DD/20,Jan Rumaniec Zakład Produkcyjno-Usługowo-Handlowy Młyn Gospodarczy w Dobrem,"Polska, 88-210 Dobre, ul. Dworcowa 38","Polska, 88-210 Dobre, ul. Dworcowa 38",2023-03-28,2024-02-23,First gathering point of crops including storage,Bureau Veritas Polska Sp. z o. o.,Aktualizacja załącznika do certyfikatu /Update of the annex to the certificate<br>
active,URS 015641-0038,http://certyfikaty.kzr.inig.eu/public/certs/4052.pdf,1962/7999/DD/23,Niemrol sp. z o.o.,"Polska, 56-100 Wołów, Stary Wołów, Stary Wołów 59","Polska, 56-100 Wołów, Stary Wołów, Stary Wołów 59",2023-03-27,2024-03-26,First gathering point of crops without storage;,United Registrar of Systems Polska Sp. z o.o.,
active,BVC/KZR/027/23,http://certyfikaty.kzr.inig.eu/public/certs/4050.pdf,1287/7999/DD/21,GREEN PETROL Sp.  z o.o.,"Polska, 00-013 Warszawa, ul. Jasna 1/307","1. Polska, 00-013 Warszawa, ul. Jasna 1/307; 2. Polska, 88-192 Piechcin, Bielawy 56; 3. Polska, 26-680 Wierzbica, ul. Tadeusza Kościuszki 92",2023-03-25,2024-03-24,First gathering point of other wastes/residues with and without storage; Trading with and without storage; Solid fuel production (originating from biomass); Solid  biomass processing unit; Other: place of origin;,Bureau Veritas Polska Sp. z o. o.,
active,DEKRA-710315013/8,http://certyfikaty.kzr.inig.eu/public/certs/4051.pdf,137/7999/DD/15,"Waldemar Dumański P.H.U. ""RYWAL"" Waldemar Dumański","Polska, Domaniów, Pełczyce 10","Polska, Domaniów, Pełczyce 10",2023-03-25,2024-03-24,First gathering point of crops with storage; Trading with storage;,DEKRA Certification Sp. z o. o.,
active,BVC/KZR/133/22/1,http://certyfikaty.kzr.inig.eu/public/certs/4054.pdf,1170/7999/DD/21,Tauron Wytwarzanie S.A.,"Polska, 43-600 Jaworzno, Promienna 51","1. Polska, 43-600 Jaworzno, Promienna 51; 2. Polska, 43-603 Jaworzno, ul. Energetyków 15 (blok OZE); 3. Polska, 43-603 Jaworzno, Energetyków 15 (bloki 2 i 3); 4. Polska, 32-541 Trzebinia, Siersza",2023-03-24,2023-12-08,Heat producer; Electricity producer,Bureau Veritas Polska Sp. z o. o.,Aktualizacja załącznika do certyfikatu (nowe lokalizacje) /Update of the annex to the certificate (new locations)<br>
active,BVC/KZR/150/22/1,http://certyfikaty.kzr.inig.eu/public/certs/4055.pdf,1193/7999/DD/21,Homanit Krosno Odrzańskie Sp. z o.o.,"Polska, 66-600 Krosno Odrzańskie, Gubińska 63","Polska, 66-600 Krosno Odrzańskie, Gubińska 63",2023-03-24,2023-12-31,"First gathering point of other wastes / residues with storage; Solid fuel production (originating from biomass); Heat producer; Other: Point of origin of waste and residue,",Bureau Veritas Polska Sp. z o. o.,Aktualizacja certyfikatu po rozszerzeniu zakresu certyfikacji /Update of the certificate after the extension of the scope of certification<br>
active,DEKRA-710323020,http://certyfikaty.kzr.inig.eu/public/certs/4049.pdf,1939/7999/DD/23,Eko-Wtór Sp. z o.o.,"Polska, 43-330 Wilamowice, Towarowa 5","1. Polska, 43-330 Wilamowice, Towarowa 5; 2. Polska, 34-100 Wadowice, Wałowa 28",2023-03-23,2024-03-22,First gathering point of other wastes / residues with storage,DEKRA Certification Sp. z o. o.,
active,URS 014504-0012,http://certyfikaty.kzr.inig.eu/public/certs/4033.pdf,845/7999/DD/19,Fermy Drobiu Woźniak Sp. z o.o.,"Polska, 63-900 Żylice, Żylice 35a","1.Polska, 63-900 Żylice, Żylice 35a; 2. Elewator Lasocice; Lasocice, ul. Szkolna 3, 64-100 Leszno; 3. Elewator Kleczew; Białobród 1, 62-400 Kleczew; 4. Elewator Rogów Legnicki; Rogów Legnicki, 59-230 Prochowice; 5. Elewator Rogów Sobócki; ul. Wrocławska 58, 55-050 Rogów Sobócki; 6. Elewator Wąsosz; ul. Przemysłowa 6, 56-210 Wąsosz; 7. Elewator Wołów; ul. Polna 1, 56-100 Wołów; 8.  Elewator Ząbkowice Śląskie, ul. Przemysłowa 13, 57-200 Ząbkowice Śląskie",2023-03-22,2024-03-21,FGP of crops with and without storage; Trading with and without storage,United Registrar of Systems Polska Sp. z o.o.,
active,DEKRA-710323019,http://certyfikaty.kzr.inig.eu/public/certs/4047.pdf,1855/7999/DD/22,"Jarosław Galon Przedsiębiorstwo Wielobranżowe - Usługowo Handlowe ""INTER-GAL""","Polska, 32-089 Wielka Wieś, Słoneczna 20","1.Polska, 32-089 Wielka Wieś, Słoneczna 20; 2. Polska, 32-089 Wielka Wieś, Centralna 131",2023-03-22,2024-03-21,First gathering point of other wastes / residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass); Other: place of origin;,DEKRA Certification Sp. z o. o.,
active,SGS/KZR/BIO/0191,http://certyfikaty.kzr.inig.eu/public/certs/4037.pdf,1398/7999/DD/22,Przedsiębiorstwo Usług Komunalnych Sp. z o.o.,"Polska, 17-200 Hajnówka, Łowcza 4","1. Polska, 17-200 Hajnówka, Łowcza 4; 2. Polska, 17-200 Hajnówka, Szosa Kleszczelowska 35",2023-03-21,2024-03-20,First gathering point of other wastes/residues including storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,SGS/KZR/BIO/0186,http://certyfikaty.kzr.inig.eu/public/certs/4038.pdf,1447/7999/DD/22,P.H.U. Gold - Trans Henryk Kruszyński,"Polska, 64-225 Kopanica, Mała Wieś, 33","1. Polska, 64-225 Kopanica, Mała Wieś, 33; 2. Polska, 64-234 Radomierz, Konwaliowa",2023-03-21,2024-03-20,First gathering point of other wastes / residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass);,SGS Polska Sp. z o. o.,
active,SGS/KZR/BIO/0188,http://certyfikaty.kzr.inig.eu/public/certs/4039.pdf,1444/7999/DD/22,TOM Elektrorecykling Sp. z o.o.,"Polska, 70-812 Szczecin, Pomorska 112","1. Polska, 70-812 Szczecin, Pomorska 112; 2. Polska, 70-812 Szczecin, ul. Miła 5; 3. Polska, 64-500 Szamotuły, Chrobrego 17",2023-03-21,2024-03-20,First gathering point of other wastes / residues with storage; Trading without storage;,SGS Polska Sp. z o. o.,
active,SGS/KZR/BIO/0189,http://certyfikaty.kzr.inig.eu/public/certs/4042.pdf,1445/7999/DD/22,TOM Sp. z o.o.,"Polska, 70-812 Szczecin, Pomorska 112","1. Polska, 70-812 Szczecin, Pomorska 112; 2. Polska, 62-800 Kalisz, Obozowa 11B",2023-03-21,2024-03-20,First gathering point of other wastes / residues with storage,SGS Polska Sp. z o. o.,
active,DEKRA-710322045/1,http://certyfikaty.kzr.inig.eu/public/certs/4046.pdf,1424/7999/DD/22,NAPRZÓD Sp. z o.o.,"Polska, 44-280 Rydułtowy, Raciborska 144 B","1. Polska, 44-280 Rydułtowy, Raciborska 144 B; 2. Polska, 48 - 130 Kietrz, Dzierżysław 1",2023-03-21,2024-03-20,First gathering point of other wastes/residues including storage; Solid fuel production (originating from biomass); Other: point of origin of waste;,DEKRA Certification Sp. z o. o.,
active,TNP KZR INiG/0292/4449/2023,http://certyfikaty.kzr.inig.eu/public/certs/4048.pdf,1923/7999/DD/23,Polska Korporacja Recyklingu Sp. z o. o.,"Polska, 20-234 Lublin, Metalurgiczna 15 C","Polska, 20-234 Lublin, Metalurgiczna 15 C",2023-03-21,2024-03-20,Solid fuel production (derived from biomass); Other: place of origin;,TÜV NORD Polska Sp. z o. o.,
active,KZR INiG CU - 864877/4,http://certyfikaty.kzr.inig.eu/public/certs/4029.pdf,854/7999/DD/19,ARCTURUS Sp z o.o.,"Polska, 70-606 Szczecin, ul. Hryniewieckiego 1","1. Polska, 70-606 Szczecin, ul. Hryniewieckiego 1; 2. Polska, 70-606 Szczecin, ul. Hryniewieckiego 12; 3. Polska, 70-605 Szczecin, ul. Kujota 9,",2023-03-20,2024-03-19,Trading with sotorage; Blending with fossil fuel and marketing of FAME,Control Union Poland Sp. z o. o.,
active,BVC/KZR/022/23,http://certyfikaty.kzr.inig.eu/public/certs/4030.pdf,847/7999/DD/19,Usługi Handlowo-Transportowe Grzegorz Gosk,"Polska, Stary Skarżyn 39, 18-300 Zambrów","Polska, Stary Skarżyn 39, 18-300 Zambrów",2023-03-20,2024-03-19,FGP of crops with storage; Trading with storage,Bureau Veritas Polska Sp. z o. o.,
active,URS 014803/B-0127,http://certyfikaty.kzr.inig.eu/public/certs/4041.pdf,1749/7999/DD/22,"BPS Velké Albrechtice, s.r.o.","Czech Republic (Czechia), 74283 74283, Klimkovice, Lagnovská 669","1. Czech Republic (Czechia), 74283 74283, Klimkovice, Lagnovská 669; 2. Czech Republic (Czechia), 74291 Velké Albrechtice, Velké Albrechtice 305; 3. Czech Republic (Czechia), 74291 Velké Albrechtice, Velké Albrechtice 306",2023-03-20,2024-03-19,First gathering point of crops without storage; First gathering point of other wastes/residues with storage; Biogas plant; Electricity and heat producer,United Registrar of Systems Polska Sp. z o.o.,
active,BVC/KZR/061/22/1,http://certyfikaty.kzr.inig.eu/public/certs/4044.pdf,298/7999/DD/15,SOBIANEK Sp. z o.o.,"Polska, 21-200 Parczew, ul. Polna 70","1. Polska, 21-200 Parczew, ul. Polna 70; 2. Polska, 21-222 Podedwórze, Podedwórze 47D; 3. Polska, 21-210 Milanów Rudno Trzecie 15",2023-03-20,2023-07-16,First gathering point of crops with storage; Trading without storage;,Bureau Veritas Polska Sp. z o. o.,Aktualizacja certyfikatu po rozszerzeniu zakresu certyfikacji /Update of the certificate after the extension of the scope of certification<br>
active,DEKRA-710615033/8,http://certyfikaty.kzr.inig.eu/public/certs/4045.pdf,274/7999/DD/15,AGRO DUDEK Sp. z o.o. Sp. K.,"Polska, 67-300 Szprotawa, ul. Niepodległości 11","Polska, 67-300 Szprotawa, ul. Niepodległości 11",2023-03-20,2023-07-07,FGP of crops without storage; Trading without storage;,DEKRA Certification Sp. z o. o.,Aktualizacja załącznika do certyfikatu//Certificate attachment updated<br>
active,SGS/KZR/BIO/0187,http://certyfikaty.kzr.inig.eu/public/certs/4028.pdf,1432/7999/DD/22,Przedsiębiorstwo Gospodarki Odpadami Sp. z o.o. w Promniku,"Polska, 26-067 Strawczyn, Promnik, Ul. Św. Tekli 62","Polska, 26-067 Strawczyn, Promnik, Ul. Św. Tekli 62",2023-03-18,2024-03-17,First gathering point of other wastes / residues with storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,BVC/KZR/027/23,http://certyfikaty.kzr.inig.eu/public/certs/4031.pdf,1386/7999/DD/22,SOBO-TRANS-SPED P.W. Włodzimierz Sołtysiak,"Polska, 05-220 Zielonka, Moniuszki 28A","1. Polska, 05-220 Zielonka, Moniuszki 28A; 2. Polska, 05-205 Lipka, Jadowska 46",2023-03-18,2024-03-17,First gathering point of other wastes/residues including storage; Trading with storage; Solid fuel production (originating from biomass);,Bureau Veritas Polska Sp. z o. o.,
active,SGS/KZR/BIO/0190,http://certyfikaty.kzr.inig.eu/public/certs/4035.pdf,1412/7999/DD/22,BATEX Sp. z o.o.,"Polska, 58-100 Świdnica, Fabryczna 7","Polska, 58-100 Świdnica, Fabryczna 7",2023-03-18,2024-03-17,First gathering point of other wastes/residues including storage; Trading with storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,TNP KZR INiG/0227/5328/2022,http://certyfikaty.kzr.inig.eu/public/certs/4022.pdf,1296/7999/DD/21,WTÓRPOL Sp. z o.o.,"Polska, 26-110 Skarżysko-Kamienna, Żurawia 1","Polska, 26-110 Skarżysko-Kamienna, Żurawia 1",2023-03-17,2024-03-16,Point of origin of waste;Solid fuel production (originating from biomass),TÜV NORD Polska Sp. z o. o.,
active,NC.245.88.2023.4.KZR,http://certyfikaty.kzr.inig.eu/public/certs/4023.pdf,1413/7999/DD/22,PGE Górnictwo i Energetyka Konwencjonalna S.A. Oddział Elektrownia Dolna Odra,"Polska, 74-105 Nowe Czarnowo, Nowe Czarnowo 76","Polska, 74-105 Nowe Czarnowo, Nowe Czarnowo 76",2023-03-17,2024-03-16,Heat and electricity producer,Noble Cert Sp. z o. o.,
active,DEKRA-710323018,http://certyfikaty.kzr.inig.eu/public/certs/4027.pdf,1805/7999/DD/22,Kapres Karolina Kukawska,"Polska, 21-504 Rokitno, Michałki 36","Polska, 21-504 Rokitno, Michałki 36",2023-03-17,2024-03-16,First gathering point of other wastes / residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass); Other: Point of origin of waste/residues,DEKRA Certification Sp. z o. o.,
active,TNP KZR INiG/0291/5605/2023,http://certyfikaty.kzr.inig.eu/public/certs/4040.pdf,1852/7999/DD/22,P.P.H.U. TARTAK - Stanisław Salwin,"Polska, 07-205 Rząśnik, Wielątki-Folwark 14A","Polska, 07-205 Rząśnik, Wielątki-Folwark 14A",2023-03-17,2024-03-16,Sawmill,TÜV NORD Polska Sp. z o. o.,
active,DEKRA-710322043/1,http://certyfikaty.kzr.inig.eu/public/certs/4015.pdf,1372/7999/DD/22,Stena Recycling Sp. z o. o.,"Polska, 02-390 Warszawa, Grójecka 208","1. Polska, 02-390 Warszawa, Grójecka 208; 2. Polska, 85-758 Bydgoszcz, Przemysłowa 10 D; 3. Polska, 81-571 Gdynia, Chwaszczyńska 129-149; 4. Polska, 41-100 Siemianowice Śląskie, Konopnickiej 11; 5. Polska, 70-813 Szczecin, Letnia 25; 6. Polska, 32-640 Zator, gen. Milana-Kamskiego 67, Trzebieńczyce; 7. Polska, 21-025 Niemce, Ceramiczna 6; 8. Polska, 41-200 Sosnowiec, Radocha 6; 9. Polska, 72-005 Przecław, Al. Kasztanowa 21; 10. Polska, 04-464 Warszawa, Chełmżyńska 190; 11. Polska, 62-004 Czerwonak, Gdyńska 131; 12. Polska, 36-060 Głogów Małopolski, Złota 84; 13. Polska, 16-400 Suwałki, Bakałarzewska 21; 14. Polska, 62-020 Swarzędz, Rabowicka 2; 15. Polska, 55-040 Pustków Żurawski, Kolejowa 11",2023-03-16,2024-03-15,First gathering point of other wastes / residues with and without storage;,DEKRA Certification Sp. z o. o.,
active,DEKRA-710322044/1,http://certyfikaty.kzr.inig.eu/public/certs/4021.pdf,1358/7999/DD/22,TRAGEN sp. z o.o.,"Polska, 15-111 Białystok, Al. Tysiąclecia Państwa Polskiego 10A/107","1. Polska, 15-111 Białystok, Al. Tysiąclecia Państwa Polskiego 10A/107; 2. Polska, 07-430 Myszyniec, Niedźwiedź 5",2023-03-16,2024-03-15,First gathering point of other wastes / residues with and without storage; First gathering point of forestry residues with and without  storage; Trading with and without storage; Solid fuel production (originating from biomass); Other: Sawmill point of origin of waste/residues,DEKRA Certification Sp. z o. o.,
active,DEKRA-710315012/8,http://certyfikaty.kzr.inig.eu/public/certs/4024.pdf,104/7999/DD/15,Usługi Rolnicze Andrzej Brzozowski,"Polska, 17-100 Bielsk Podlaski, Parcewo 138","Polska, 17-100 Bielsk Podlaski, Parcewo 138",2023-03-16,2024-03-15,FGP of crops wit storage; Trading with storage,DEKRA Certification Sp. z o. o.,
active,URS 015405/B-0124,http://certyfikaty.kzr.inig.eu/public/certs/4025.pdf,1783/7999/DD/22,OŠTĚP Plzeň s.r.o.,"Czech Republic (Czechia), 318 00 Plzeň, Plzeň Skvrňany, Slovanské údolí 394/27","1. Czech Republic (Czechia), 318 00 Plzeň, Plzeň Skvrňany, Slovanské údolí 394/27; 2. Czech Republic (Czechia), 33017 Chotíkov, Chotíkov 2",2023-03-16,2024-03-15,First gathering point of other wastes / residues without storage; Solid fuel production (originating from biomass);,United Registrar of Systems Polska Sp. z o.o.,
active,DEKRA-710315010/8,http://certyfikaty.kzr.inig.eu/public/certs/4026.pdf,140/7999/DD/15,"Przedsiębiorstwo-Handlowo Usługowe ""PLACZYŃSKI"" Sp z o.o.","Polska, 42-200 Częstochowa, ul. Żyzna 1","Polska, 42-200 Częstochowa, ul. Żyzna 1, Polska, 46-380 Zwóz ul. Stawowa 1",2023-03-16,2024-03-15,FGP of crops with storage; Trading with storage,DEKRA Certification Sp. z o. o.,
active,TNP KZR INiG/0289/5637/2023,http://certyfikaty.kzr.inig.eu/public/certs/4032.pdf,1876/7999/DD/23,"Maciej Pyrak Przedsiębiorstwo Produkcyjno Handlowo Usługowe ""PARTNER""","Polska, 42-160 Krzepice, Dąbrowskiego 92","Polska, 42-160 Krzepice, Dąbrowskiego 92",2023-03-16,2024-03-15,Sawmill,TÜV NORD Polska Sp. z o. o.,
active,SGS/KZR/BIO/0304,http://certyfikaty.kzr.inig.eu/public/certs/4036.pdf,1946/7999/DD/23,CEZ Chorzów S.A.,"Polska, 41-503 Chorzów, Marii Skłodowskiej-Curie 30","Polska, 41-503 Chorzów, Marii Skłodowskiej-Curie 30",2023-03-16,2024-03-15,Heat and/or electricity producer,SGS Polska Sp. z o. o.,
active,SGS/KZR/BIO/0183,http://certyfikaty.kzr.inig.eu/public/certs/4014.pdf,1428/7999/DD/22,BM RECYKLING Sp. z o.o.,"Polska, 34-120 Andrychów, ul. Tkacka 30","1. Polska, 34-120 Andrychów, ul. Tkacka 30; 2. Polska, 41-100 Siemianowice Śląskie, Konopnickiej 11",2023-03-15,2024-03-14,First gathering point of other wastes / residues with storage; Trading with storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,URS 015330/B-0122,http://certyfikaty.kzr.inig.eu/public/certs/4019.pdf,1713/7999/DD/22,LESS & ENERGY s.r.o.,"Czech Republic (Czechia), 286 01, Čáslav, Chrudimská 1882","Czech Republic (Czechia), 286 01, Čáslav, Chrudimská 1882",2023-03-15,2024-03-14,Heat and electricity producer;,United Registrar of Systems Polska Sp. z o.o.,
active,URS 015405/B-0123,http://certyfikaty.kzr.inig.eu/public/certs/4020.pdf,1757/7999/DD/22,"EKO - C ZE, spol. s r.o.","Czech Republic (Czechia), 68742 Osvětimany, č.p. 171, 687 42 Osvětimany","Czech Republic (Czechia), 68742 Osvětimany, č.p. 171, 687 42 Osvětimany",2023-03-15,2024-03-14,First gathering point of other wastes / residues without storage; First gathering point of forestry residues without storage; Trading without storage; Solid fuel production (originating from biomass); Solid  biomass processing unit,United Registrar of Systems Polska Sp. z o.o.,
active,SGS/KZR/BIO/0303,http://certyfikaty.kzr.inig.eu/public/certs/4034.pdf,1905/7999/DD/23,POLTAREX Polskie Drewno sp. z o.o.,"Polska, 77-320 Przechlewo, Szczytno 24","Polska, 77-320 Przechlewo, Szczytno 24",2023-03-14,2024-03-13,First gathering point of other wastes/residues including storage; Trading with storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,KZR INiG CU- 849733/6,http://certyfikaty.kzr.inig.eu/public/certs/3999.pdf,603/7999/DD/16,Cefetra Polska Sp. z o. o.,"Polska, 81-364 Gdynia, 10 Lutego 16","1. Polska, 81-364 Gdynia, 10 Lutego 16; 2. Polska, 11-040 Dobre Miasto, Spichrzowa 15; 3. Polska, 23-107 Strzyżewice, Pawłów 77; 4. Polska, 13-100 Nidzica, Boczna 35; 5. Polska, 80-542 Gdańsk, Szkolna 5; 6. Polska, 57-200 Ząbkowice Śląskie, Bobolice 9; 7. Polska, 84-300 Lębork, Kaszubska 30; 8. Polska, 80-555 Gdańsk, Chodackiego 33; 9. Polska, 80-555 Gdańsk, Chodackiego 36; 10. Polska, 80-702 Gdańsk, Promowa 1; 11. Polska, 89-240 Kcynia, Dworcowa 15; 12. Polska, 20-270 Lublin, Rataja 15",2023-03-13,2024-03-12,First gathering point of crops with storage;Trading with storage;,Control Union Poland Sp. z o. o.,
active,URS 014546/B-0121,http://certyfikaty.kzr.inig.eu/public/certs/4004.pdf,1746/7999/DD/22,Agrokras Energo s.r.o.,"Czech Republic (Czechia), 53305 53305, Dříteč, Dříteč 60","1. Czech Republic (Czechia), 53305 53305, Dříteč, Dříteč 60; 2. Czech Republic (Czechia), 53305 Dříteč, Dříteč 190",2023-03-13,2024-03-12,First gathering point of crops with storage; First gathering point of other wastes / residues without storage; Trading without storage; Biogas plant; Heat and electricity producer;,United Registrar of Systems Polska Sp. z o.o.,
active,DEKRA-710322042/1,http://certyfikaty.kzr.inig.eu/public/certs/3995.pdf,1404/7999/DD/22,Feniks Recykling Sp. z o.o.,"Polska, 05-825 Grodzisk Mazowiecki, Żuków 20","1. Polska, 05-825 Grodzisk Mazowiecki, Żuków 20; 2. Polska, 96-314 Baranów, Kaski, Królewska 69; 3. Polska, 13-308 Mroczno, Boleszyn 7;",2023-03-11,2024-03-10,First gathering point of other wastes / residues with and without storage; Trade with and without storage; Solid  biomass processing unit,DEKRA Certification Sp. z o. o.,
active,SGS/KZR/BIO/0182,http://certyfikaty.kzr.inig.eu/public/certs/3998.pdf,1405/7999/DD/22,Partners Sp. z o.o. Sp. Komandytowa,"Polska, 89-210 Łabiszyn, Przemysłowa 3","Polska, 89-210 Łabiszyn, Przemysłowa 3",2023-03-11,2024-03-10,First gathering point of other wastes / residues with storage; Trading with and without storage; Solid fuel production (originating from biomass);,SGS Polska Sp. z o. o.,
active,SGS/KZR/BIO/0185,http://certyfikaty.kzr.inig.eu/public/certs/4002.pdf,1438/7999/DD/22,PPUH Factum Sp.z o.o.,"Polska, 85-082 Bydgoszcz, Zygmunta Augusta 5/3","1. Polska, 85-082 Bydgoszcz, Zygmunta Augusta 5/3; 2. Polska, 62-510 Konin, ul. Marantowska 13",2023-03-11,2024-03-10,First gathering point of other wastes/residues with storage; Trading with and without storage; Solid fuel production (originating from biomass),SGS Polska Sp. z o. o.,
active,TNP KZR INiG/0226/5128/2022,http://certyfikaty.kzr.inig.eu/public/certs/3990.pdf,1346/7999/DD/22,BIO-MED Sp. z o.o.,"Polska, 26-065 Piekoszów, Szczukowskie Górki 1A","Polska, 26-065 Piekoszów, Szczukowskie Górki 1A",2023-03-10,2024-03-09,First gathering point of other wastes / residues with storage; Trade with storage; Solid fuel production (originating from biomass); Solid biomass processing unit;,TÜV NORD Polska Sp. z o. o.,
active,TNP KZR INiG/0225/5324/2022,http://certyfikaty.kzr.inig.eu/public/certs/3991.pdf,1279/7999/DD/21,Makpol Recykling Sp. z o.o.,"Polska, 42-700 Lubliniec, Inwestycyjna 2","Polska, 42-700 Lubliniec, Inwestycyjna 2",2023-03-10,2024-03-09,First gathering point of other wastes / residues with storage; Solid fuel production (derived from biomass);,TÜV NORD Polska Sp. z o. o.,
active,TNP KZR INiG/0224/4917/2022,http://certyfikaty.kzr.inig.eu/public/certs/3992.pdf,1341/7999/DD/22,MB Recycling Spółka z o. o. Przedsiębiorstwo Gospodarki Odpadami sp.k.,"Polska, 26-065 Piekoszów, Micigózd ul. Wrzosowa 60","Polska, 26-065 Piekoszów, Micigózd ul. Wrzosowa 60",2023-03-10,2024-03-09,First gathering point of other wastes / residues with storage; Solid fuel production (derived from biomass);,TÜV NORD Polska Sp. z o. o.,
active,DEKRA-710323017,http://certyfikaty.kzr.inig.eu/public/certs/3993.pdf,1362/7999/DD/22,STOP CO2 Bukowski Karasiuk Sp. j.,"Polska, 70-380 Szczecin, Noakowskiego 26/2","1. Polska, 70-380 Szczecin, Noakowskiego 26/2; 2. Polska, 72-112 Stepnica, Miłowo 36",2023-03-10,2024-03-09,First gathering point of other wastes / residues with and without  storage; First gathering point of forestry residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass); Other: place of origin;,DEKRA Certification Sp. z o. o.,
active,URS 015508/B-0119,http://certyfikaty.kzr.inig.eu/public/certs/3996.pdf,1800/7999/DD/22,VATO PALIVA s.r.o.,"Czech Republic (Czechia), 33301 Stod, Na Vršíčku 129","1. Czech Republic (Czechia), 33301 Stod, Na Vršíčku 129; 2. Czech Republic (Czechia), 34601 Velký Malahov, Velký Malahov 24; 3. Czech Republic (Czechia), 33012 Horní Bříza, GPS: 49.8483586N, 13.3779978E",2023-03-10,2024-03-09,First gathering point of other wastes / residues with and without  storage; First gathering point of forestry residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass); Other: place of origin;,United Registrar of Systems Polska Sp. z o.o.,
active,URS 015439/B-0120,http://certyfikaty.kzr.inig.eu/public/certs/3997.pdf,1751/7999/DD/22,ASB CZ s.r.o.,"Czech Republic (Czechia), 57101 57101, Dětřichov u Moravské Třebové, č.p. 100, Dětřichov u Moravské Třebové","Czech Republic (Czechia), 57101 57101, Dětřichov u Moravské Třebové, č.p. 100, Dětřichov u Moravské Třebové",2023-03-10,2024-03-09,First gathering point of crops without storage; First gathering point of other wastes / residues without storage; Biogas plant; Electricity producer;,United Registrar of Systems Polska Sp. z o.o.,
active,DEKRA-710322041/1,http://certyfikaty.kzr.inig.eu/public/certs/3988.pdf,1311/7999/DD/21,MD SERWIS MAREK GROCHULSKI,"Polska, 42-677 Szałsza, Tarnogórska 12B","1. Polska, 42-677 Szałsza, Tarnogórska 12B; 2. Polska, 44-100 Gliwice, Wschodnia 38",2023-03-09,2024-03-08,First gathering point of other wastes / residues with and without storage; Trading with and without storage; Solid fuel production (derived from biomass); Other: Point of origin of waste/residues,DEKRA Certification Sp. z o. o.,
